# SYNTHETIC DATA - NOT A REAL CLIENT. Acme Widgets LLC, tax year 2025, ship-to state sales. Lines starting with # are comments.
transaction_id,date,ship_to_state,amount_usd,channel
TXN-01134,2025-05-16,CO,598.21,website
TXN-01135,2025-05-16,CO,685.85,wholesale
TXN-01136,2025-05-16,CO,776.53,marketplace
TXN-01137,2025-05-16,CO,1274.90,wholesale
TXN-01138,2025-05-16,FL,525.55,website
TXN-01139,2025-05-16,FL,1369.71,website
TXN-01140,2025-05-16,TX,423.32,website
TXN-01141,2025-05-16,TX,572.62,website
TXN-01142,2025-05-16,TX,593.57,wholesale
TXN-01143,2025-05-16,TX,809.05,wholesale
TXN-01144,2025-05-16,TX,834.88,website
TXN-01145,2025-05-16,WA,383.50,wholesale
TXN-01146,2025-05-17,CA,574.85,website
TXN-01147,2025-05-17,CO,521.01,website
TXN-01148,2025-05-17,CO,565.18,website
TXN-01149,2025-05-17,CO,614.27,wholesale
TXN-01150,2025-05-17,CO,838.90,website
TXN-01151,2025-05-17,CO,959.04,website
TXN-01152,2025-05-17,CO,998.77,website
TXN-01153,2025-05-17,CO,1337.86,marketplace
TXN-01154,2025-05-17,TX,627.50,website
TXN-01155,2025-05-17,TX,889.79,website
TXN-01156,2025-05-18,CO,673.80,wholesale
TXN-01157,2025-05-18,CO,686.98,website
TXN-01158,2025-05-18,TX,500.73,wholesale
TXN-01159,2025-05-18,TX,598.66,website
TXN-01160,2025-05-18,TX,635.32,wholesale
TXN-01161,2025-05-18,TX,999.23,marketplace
TXN-01162,2025-05-18,WA,757.04,website
TXN-01163,2025-05-19,CA,511.60,website
TXN-01164,2025-05-19,CA,649.08,website
TXN-01165,2025-05-19,CA,936.74,website
TXN-01166,2025-05-19,CA,995.77,website
TXN-01167,2025-05-19,CO,769.29,wholesale
TXN-01168,2025-05-19,CO,784.00,website
TXN-01169,2025-05-19,CO,1104.71,website
TXN-01170,2025-05-19,CO,1306.51,wholesale
TXN-01171,2025-05-19,TX,492.05,website
TXN-01172,2025-05-20,CA,434.47,website
TXN-01173,2025-05-20,CA,1018.76,marketplace
TXN-01174,2025-05-20,CO,675.88,website
TXN-01175,2025-05-20,CO,704.03,marketplace
TXN-01176,2025-05-20,CO,726.27,marketplace
TXN-01177,2025-05-20,CO,994.27,wholesale
TXN-01178,2025-05-20,CO,1066.78,marketplace
TXN-01179,2025-05-20,CO,1254.43,wholesale
TXN-01180,2025-05-20,TX,984.57,website
TXN-01181,2025-05-20,WA,512.43,marketplace
TXN-01182,2025-05-21,CO,515.29,marketplace
TXN-01183,2025-05-21,CO,818.66,wholesale
TXN-01184,2025-05-21,CO,888.86,website
TXN-01185,2025-05-21,CO,910.28,marketplace
TXN-01186,2025-05-21,CO,1280.50,website
TXN-01187,2025-05-21,TX,381.59,marketplace
TXN-01188,2025-05-21,TX,451.73,website
TXN-01189,2025-05-21,TX,586.07,wholesale
TXN-01190,2025-05-21,TX,862.15,website
TXN-01191,2025-05-22,CO,474.32,wholesale
TXN-01192,2025-05-22,CO,1185.22,wholesale
TXN-01193,2025-05-22,TX,417.01,website
TXN-01194,2025-05-23,CA,520.57,website
TXN-01195,2025-05-23,CO,1034.15,marketplace
TXN-01196,2025-05-23,CO,1087.07,website
TXN-01197,2025-05-23,CO,1188.98,wholesale
TXN-01198,2025-05-23,CO,1213.82,website
TXN-01199,2025-05-23,CO,1293.84,wholesale
TXN-01200,2025-05-23,TX,564.34,website
TXN-01201,2025-05-23,TX,886.80,marketplace
TXN-01202,2025-05-23,TX,1016.59,website
TXN-01203,2025-05-23,WA,596.63,marketplace
TXN-01204,2025-05-23,WA,751.49,website
TXN-01205,2025-05-24,CA,551.25,website
TXN-01206,2025-05-24,CA,586.42,wholesale
TXN-01207,2025-05-24,CA,616.53,wholesale
TXN-01208,2025-05-24,CA,895.96,website
TXN-01209,2025-05-24,CA,992.91,website
TXN-01210,2025-05-24,CO,497.57,website
TXN-01211,2025-05-24,CO,879.15,wholesale
TXN-01212,2025-05-24,CO,1141.92,wholesale
TXN-01213,2025-05-24,CO,1256.53,website
TXN-01214,2025-05-24,TX,424.71,website
TXN-01215,2025-05-24,TX,574.04,website
TXN-01216,2025-05-24,TX,876.00,wholesale
TXN-01217,2025-05-24,TX,891.94,website
TXN-01218,2025-05-24,TX,892.07,wholesale
TXN-01219,2025-05-24,TX,928.10,wholesale
TXN-01220,2025-05-25,CA,479.16,website
TXN-01221,2025-05-25,CA,647.61,website
TXN-01222,2025-05-25,CA,925.22,wholesale
TXN-01223,2025-05-25,CA,953.54,website
TXN-01224,2025-05-25,CO,787.21,wholesale
TXN-01225,2025-05-25,CO,1062.29,website
TXN-01226,2025-05-25,CO,1077.74,website
TXN-01227,2025-05-25,CO,1087.34,wholesale
TXN-01228,2025-05-25,CO,1198.88,website
TXN-01229,2025-05-25,TX,409.93,wholesale
TXN-01230,2025-05-25,TX,654.76,website
TXN-01231,2025-05-25,TX,776.71,website
TXN-01232,2025-05-25,TX,848.10,wholesale
TXN-01233,2025-05-25,TX,945.57,website
TXN-01234,2025-05-25,TX,964.12,website
TXN-01235,2025-05-26,CA,899.85,marketplace
TXN-01236,2025-05-26,CA,919.88,website
TXN-01237,2025-05-26,CA,949.36,website
TXN-01238,2025-05-26,CO,520.30,website
TXN-01239,2025-05-26,CO,579.77,website
TXN-01240,2025-05-26,CO,587.88,website
TXN-01241,2025-05-26,CO,871.29,marketplace
TXN-01242,2025-05-26,CO,946.55,wholesale
TXN-01243,2025-05-26,CO,1113.17,marketplace
TXN-01244,2025-05-26,TX,675.53,wholesale
TXN-01245,2025-05-26,TX,779.62,wholesale
TXN-01246,2025-05-26,TX,826.58,website
TXN-01247,2025-05-27,CA,369.91,website
TXN-01248,2025-05-27,CA,867.28,wholesale
TXN-01249,2025-05-27,CA,1045.25,website
TXN-01250,2025-05-27,CO,516.16,website
TXN-01251,2025-05-27,CO,777.77,wholesale
TXN-01252,2025-05-27,CO,1022.44,website
TXN-01253,2025-05-27,CO,1087.58,website
TXN-01254,2025-05-27,CO,1142.35,website
TXN-01255,2025-05-27,CO,1236.49,wholesale
TXN-01256,2025-05-27,TX,434.90,wholesale
TXN-01257,2025-05-27,TX,438.03,website
TXN-01258,2025-05-27,TX,748.65,website
TXN-01259,2025-05-27,TX,758.97,wholesale
TXN-01260,2025-05-27,TX,831.67,website
TXN-01261,2025-05-28,CO,717.83,website
TXN-01262,2025-05-28,CO,884.51,wholesale
TXN-01263,2025-05-28,CO,1097.35,website
TXN-01264,2025-05-28,CO,1115.07,marketplace
TXN-01265,2025-05-28,CO,1121.35,website
TXN-01266,2025-05-28,NY,1240.79,wholesale
TXN-01267,2025-05-28,NY,1846.66,wholesale
TXN-01268,2025-05-28,TX,507.00,website
TXN-01269,2025-05-28,TX,766.66,website
TXN-01270,2025-05-28,TX,945.49,website
TXN-01271,2025-05-28,WA,475.01,wholesale
TXN-01272,2025-05-29,CO,487.80,wholesale
TXN-01273,2025-05-29,CO,1071.24,wholesale
TXN-01274,2025-05-29,TX,706.68,website
TXN-01275,2025-05-29,TX,822.78,website
TXN-01276,2025-05-29,WA,506.11,marketplace
TXN-01277,2025-05-30,CA,383.22,website
TXN-01278,2025-05-30,CO,1039.42,website
TXN-01279,2025-05-30,TX,414.67,wholesale
TXN-01280,2025-05-30,TX,539.20,marketplace
TXN-01281,2025-05-30,TX,562.52,website
TXN-01282,2025-05-30,TX,866.86,website
TXN-01283,2025-05-30,TX,993.17,marketplace
TXN-01284,2025-05-31,CA,500.55,wholesale
TXN-01285,2025-05-31,CO,566.60,marketplace
TXN-01286,2025-05-31,CO,654.15,website
TXN-01287,2025-05-31,CO,706.52,website
TXN-01288,2025-05-31,CO,1085.55,website
TXN-01289,2025-05-31,CO,1236.48,website
TXN-01290,2025-05-31,FL,1035.52,website
TXN-01291,2025-05-31,NY,1025.67,website
TXN-01292,2025-05-31,TX,557.74,website
TXN-01293,2025-06-01,CO,1128.80,wholesale
TXN-01294,2025-06-01,CO,1294.12,website
TXN-01295,2025-06-01,TX,861.20,website
TXN-01296,2025-06-01,TX,1010.61,website
TXN-01297,2025-06-01,WA,742.17,wholesale
TXN-01298,2025-06-02,CO,553.51,wholesale
TXN-01299,2025-06-02,CO,920.64,marketplace
TXN-01300,2025-06-02,CO,1326.25,wholesale
TXN-01301,2025-06-02,TX,430.93,website
TXN-01302,2025-06-02,TX,892.10,website
TXN-01303,2025-06-02,TX,903.92,website
TXN-01304,2025-06-02,TX,909.89,website
TXN-01305,2025-06-02,WA,361.10,marketplace
TXN-01306,2025-06-03,CA,370.23,marketplace
TXN-01307,2025-06-03,CA,824.64,website
TXN-01308,2025-06-03,CO,612.45,website
TXN-01309,2025-06-03,CO,775.20,marketplace
TXN-01310,2025-06-03,CO,1133.75,wholesale
TXN-01311,2025-06-03,CO,1165.54,website
TXN-01312,2025-06-03,CO,1295.26,marketplace
TXN-01313,2025-06-03,TX,820.42,wholesale
TXN-01314,2025-06-03,TX,1027.64,website
TXN-01315,2025-06-03,WA,764.10,wholesale
TXN-01316,2025-06-04,CO,554.31,wholesale
TXN-01317,2025-06-04,CO,569.30,website
TXN-01318,2025-06-04,CO,730.79,wholesale
TXN-01319,2025-06-04,CO,813.05,marketplace
TXN-01320,2025-06-04,CO,852.04,marketplace
TXN-01321,2025-06-04,CO,981.38,website
TXN-01322,2025-06-04,CO,1159.66,website
TXN-01323,2025-06-04,CO,1176.71,wholesale
TXN-01324,2025-06-04,TX,509.60,website
TXN-01325,2025-06-04,TX,721.40,website
TXN-01326,2025-06-04,TX,863.83,wholesale
TXN-01327,2025-06-04,WA,290.10,website
TXN-01328,2025-06-04,WA,681.22,website
TXN-01329,2025-06-05,CA,867.62,wholesale
TXN-01330,2025-06-05,CO,536.69,website
TXN-01331,2025-06-05,CO,698.77,website
TXN-01332,2025-06-05,CO,768.91,wholesale
TXN-01333,2025-06-05,CO,897.37,website
TXN-01334,2025-06-05,CO,917.81,website
TXN-01335,2025-06-05,CO,944.98,website
TXN-01336,2025-06-05,CO,952.87,website
TXN-01337,2025-06-05,CO,1242.45,website
TXN-01338,2025-06-05,TX,663.78,website
TXN-01339,2025-06-05,TX,685.52,website
TXN-01340,2025-06-05,TX,1006.32,website
TXN-01341,2025-06-06,CA,479.07,website
TXN-01342,2025-06-06,CA,892.61,marketplace
TXN-01343,2025-06-06,CA,894.39,wholesale
TXN-01344,2025-06-06,CO,486.04,website
TXN-01345,2025-06-06,CO,517.94,website
TXN-01346,2025-06-06,CO,673.35,website
TXN-01347,2025-06-06,CO,694.11,website
TXN-01348,2025-06-06,CO,701.77,website
TXN-01349,2025-06-06,CO,723.81,website
TXN-01350,2025-06-06,CO,1241.26,website
TXN-01351,2025-06-06,CO,1322.20,website
TXN-01352,2025-06-06,TX,511.04,wholesale
TXN-01353,2025-06-06,TX,878.06,marketplace
TXN-01354,2025-06-07,CA,541.75,website
TXN-01355,2025-06-07,CO,603.79,website
TXN-01356,2025-06-07,CO,735.01,website
TXN-01357,2025-06-07,CO,1220.99,website
TXN-01358,2025-06-07,NY,1699.26,website
TXN-01359,2025-06-07,TX,464.31,marketplace
TXN-01360,2025-06-07,TX,477.95,website
TXN-01361,2025-06-07,TX,744.84,website
TXN-01362,2025-06-07,TX,902.76,website
TXN-01363,2025-06-07,TX,903.05,website
TXN-01364,2025-06-07,WA,298.08,wholesale
TXN-01365,2025-06-08,CO,523.74,wholesale
TXN-01366,2025-06-08,CO,1317.87,marketplace
TXN-01367,2025-06-08,TX,596.54,website
TXN-01368,2025-06-08,TX,748.78,website
TXN-01369,2025-06-09,CA,610.82,wholesale
TXN-01370,2025-06-09,NY,1752.65,wholesale
TXN-01371,2025-06-09,TX,370.20,website
TXN-01372,2025-06-09,TX,394.63,wholesale
TXN-01373,2025-06-09,WA,506.29,website
TXN-01374,2025-06-09,WA,566.49,website
TXN-01375,2025-06-09,WA,601.76,website
TXN-01376,2025-06-10,CA,374.22,website
TXN-01377,2025-06-10,CA,585.90,website
TXN-01378,2025-06-10,CA,928.84,website
TXN-01379,2025-06-10,CA,945.74,marketplace
TXN-01380,2025-06-10,CA,984.62,wholesale
TXN-01381,2025-06-10,CO,894.77,website
TXN-01382,2025-06-10,CO,998.70,website
TXN-01383,2025-06-10,TX,355.18,website
TXN-01384,2025-06-10,TX,521.71,website
TXN-01385,2025-06-10,TX,564.67,website
TXN-01386,2025-06-10,TX,925.54,marketplace
TXN-01387,2025-06-10,TX,1020.49,wholesale
TXN-01388,2025-06-11,CO,521.33,wholesale
TXN-01389,2025-06-11,CO,733.78,website
TXN-01390,2025-06-11,CO,807.88,website
TXN-01391,2025-06-11,CO,994.15,website
TXN-01392,2025-06-11,CO,1255.87,website
TXN-01393,2025-06-11,NY,1240.62,wholesale
TXN-01394,2025-06-12,CO,544.91,wholesale
TXN-01395,2025-06-12,CO,828.33,wholesale
TXN-01396,2025-06-12,CO,932.76,wholesale
TXN-01397,2025-06-12,CO,957.31,website
TXN-01398,2025-06-12,CO,969.80,wholesale
TXN-01399,2025-06-12,CO,1008.40,website
TXN-01400,2025-06-12,CO,1083.81,website
TXN-01401,2025-06-12,CO,1115.39,wholesale
TXN-01402,2025-06-12,TX,750.34,wholesale
TXN-01403,2025-06-12,TX,890.85,website
TXN-01404,2025-06-12,TX,909.31,wholesale
TXN-01405,2025-06-13,CA,833.89,marketplace
TXN-01406,2025-06-13,CA,879.41,wholesale
TXN-01407,2025-06-13,CO,639.54,website
TXN-01408,2025-06-13,CO,860.43,website
TXN-01409,2025-06-13,CO,972.97,website
TXN-01410,2025-06-13,CO,1109.78,website
TXN-01411,2025-06-13,TX,541.04,wholesale
TXN-01412,2025-06-13,TX,930.58,website
TXN-01413,2025-06-13,TX,938.94,website
TXN-01414,2025-06-14,CA,793.05,wholesale
TXN-01415,2025-06-14,CO,455.95,website
TXN-01416,2025-06-14,CO,555.36,website
TXN-01417,2025-06-14,CO,561.81,wholesale
TXN-01418,2025-06-14,CO,740.26,website
TXN-01419,2025-06-14,CO,743.14,wholesale
TXN-01420,2025-06-14,NY,1474.94,wholesale
TXN-01421,2025-06-14,TX,464.20,wholesale
TXN-01422,2025-06-15,CA,601.26,website
TXN-01423,2025-06-15,CO,644.57,marketplace
TXN-01424,2025-06-15,CO,1039.52,website
TXN-01425,2025-06-15,CO,1098.15,website
TXN-01426,2025-06-15,CO,1156.96,website
TXN-01427,2025-06-15,NY,1039.20,website
TXN-01428,2025-06-15,NY,1274.47,website
TXN-01429,2025-06-15,TX,479.59,website
TXN-01430,2025-06-15,TX,507.98,website
TXN-01431,2025-06-15,TX,825.06,website
TXN-01432,2025-06-15,TX,1029.38,wholesale
TXN-01433,2025-06-16,CA,536.28,website
TXN-01434,2025-06-16,CA,557.23,website
TXN-01435,2025-06-16,CO,748.12,website
TXN-01436,2025-06-16,CO,985.52,website
TXN-01437,2025-06-16,CO,1041.99,website
TXN-01438,2025-06-16,CO,1119.66,website
TXN-01439,2025-06-16,TX,719.62,website
TXN-01440,2025-06-16,TX,973.44,website
TXN-01441,2025-06-16,WA,480.10,wholesale
TXN-01442,2025-06-17,CA,856.32,website
TXN-01443,2025-06-17,CO,453.42,website
TXN-01444,2025-06-17,CO,724.19,wholesale
TXN-01445,2025-06-17,CO,862.56,wholesale
TXN-01446,2025-06-17,WA,666.36,wholesale
TXN-01447,2025-06-18,CA,1076.04,website
TXN-01448,2025-06-18,CO,475.30,website
TXN-01449,2025-06-18,CO,482.24,website
TXN-01450,2025-06-18,CO,500.18,website
TXN-01451,2025-06-18,CO,763.67,website
TXN-01452,2025-06-18,CO,916.31,wholesale
TXN-01453,2025-06-18,CO,928.96,wholesale
TXN-01454,2025-06-18,CO,1205.46,website
TXN-01455,2025-06-18,CO,1263.74,website
TXN-01456,2025-06-18,TX,539.52,website
TXN-01457,2025-06-18,TX,948.03,website
TXN-01458,2025-06-18,WA,758.60,website
TXN-01459,2025-06-19,CA,728.82,website
TXN-01460,2025-06-19,CO,1057.73,website
TXN-01461,2025-06-20,CO,489.56,wholesale
TXN-01462,2025-06-20,CO,588.36,marketplace
TXN-01463,2025-06-20,NY,1723.29,wholesale
TXN-01464,2025-06-20,TX,684.24,wholesale
TXN-01465,2025-06-20,TX,946.02,website
TXN-01466,2025-06-20,WA,403.49,website
TXN-01467,2025-06-20,WA,579.15,website
TXN-01468,2025-06-21,CA,493.30,website
TXN-01469,2025-06-21,CA,622.17,wholesale
TXN-01470,2025-06-21,CO,975.56,marketplace
TXN-01471,2025-06-21,CO,1114.90,website
TXN-01472,2025-06-21,CO,1146.77,wholesale
TXN-01473,2025-06-21,CO,1335.53,wholesale
TXN-01474,2025-06-21,TX,653.38,website
TXN-01475,2025-06-21,TX,694.34,website
TXN-01476,2025-06-21,TX,992.47,website
TXN-01477,2025-06-21,WA,735.63,website
TXN-01478,2025-06-22,CO,808.47,website
TXN-01479,2025-06-22,CO,827.05,website
TXN-01480,2025-06-22,CO,940.23,marketplace
TXN-01481,2025-06-22,CO,1165.38,wholesale
TXN-01482,2025-06-22,TX,449.60,website
TXN-01483,2025-06-22,TX,799.66,website
TXN-01484,2025-06-22,TX,829.87,website
TXN-01485,2025-06-22,TX,966.47,website
TXN-01486,2025-06-22,TX,986.61,website
TXN-01487,2025-06-22,WA,679.38,wholesale
TXN-01488,2025-06-22,WA,714.81,website
TXN-01489,2025-06-23,CO,603.53,website
TXN-01490,2025-06-23,CO,969.77,website
TXN-01491,2025-06-23,TX,551.17,wholesale
TXN-01492,2025-06-23,TX,614.58,website
TXN-01493,2025-06-23,TX,761.03,website
TXN-01494,2025-06-24,CO,879.12,website
TXN-01495,2025-06-24,CO,1040.60,wholesale
TXN-01496,2025-06-24,CO,1076.53,website
TXN-01497,2025-06-24,TX,416.29,website
TXN-01498,2025-06-24,TX,644.28,wholesale
TXN-01499,2025-06-24,WA,604.77,wholesale
TXN-01500,2025-06-25,CA,650.18,marketplace
TXN-01501,2025-06-25,CO,564.23,website
TXN-01502,2025-06-25,CO,737.78,marketplace
TXN-01503,2025-06-25,TX,536.85,website
TXN-01504,2025-06-25,TX,786.90,website
TXN-01505,2025-06-25,WA,430.73,website
TXN-01506,2025-06-25,WA,599.22,website
TXN-01507,2025-06-26,CA,405.37,website
TXN-01508,2025-06-26,CA,971.67,website
TXN-01509,2025-06-26,CO,574.49,website
TXN-01510,2025-06-26,CO,625.76,website
TXN-01511,2025-06-26,CO,859.05,website
TXN-01512,2025-06-26,CO,1157.05,website
TXN-01513,2025-06-26,CO,1180.83,website
TXN-01514,2025-06-26,CO,1243.90,website
TXN-01515,2025-06-26,NY,1842.58,wholesale
TXN-01516,2025-06-26,TX,423.89,website
TXN-01517,2025-06-26,TX,542.48,marketplace
TXN-01518,2025-06-26,TX,933.51,website
TXN-01519,2025-06-26,TX,1012.23,website
TXN-01520,2025-06-26,WA,355.25,wholesale
TXN-01521,2025-06-27,CA,924.88,website
TXN-01522,2025-06-27,CO,670.60,wholesale
TXN-01523,2025-06-27,CO,778.78,website
TXN-01524,2025-06-27,CO,943.78,wholesale
TXN-01525,2025-06-27,CO,1077.15,website
TXN-01526,2025-06-27,CO,1175.10,wholesale
TXN-01527,2025-06-27,TX,507.49,website
TXN-01528,2025-06-27,TX,531.89,marketplace
TXN-01529,2025-06-27,TX,567.58,marketplace
TXN-01530,2025-06-27,TX,863.29,website
TXN-01531,2025-06-28,CA,677.83,website
TXN-01532,2025-06-28,CA,948.11,wholesale
TXN-01533,2025-06-28,CA,1013.77,website
TXN-01534,2025-06-28,CA,1073.38,wholesale
TXN-01535,2025-06-28,CA,1076.07,website
TXN-01536,2025-06-28,CO,450.61,website
TXN-01537,2025-06-28,CO,718.11,wholesale
TXN-01538,2025-06-29,CA,505.83,website
TXN-01539,2025-06-29,CO,898.05,website
TXN-01540,2025-06-29,CO,949.65,website
TXN-01541,2025-06-29,CO,1156.25,website
TXN-01542,2025-06-29,FL,1261.08,marketplace
TXN-01543,2025-06-29,TX,578.53,wholesale
TXN-01544,2025-06-29,TX,593.60,website
TXN-01545,2025-06-29,WA,377.48,wholesale
TXN-01546,2025-06-29,WA,750.36,website
TXN-01547,2025-06-30,CA,948.18,wholesale
TXN-01548,2025-06-30,CO,733.74,website
TXN-01549,2025-06-30,CO,877.90,website
TXN-01550,2025-06-30,CO,965.90,wholesale
TXN-01551,2025-06-30,CO,1010.49,wholesale
TXN-01552,2025-06-30,CO,1148.74,website
TXN-01553,2025-06-30,TX,636.63,marketplace
TXN-01554,2025-06-30,WA,698.86,website
TXN-01555,2025-07-01,CA,918.49,wholesale
TXN-01556,2025-07-01,CO,753.73,website
TXN-01557,2025-07-01,CO,979.36,wholesale
TXN-01558,2025-07-01,CO,1269.85,wholesale
TXN-01559,2025-07-01,CO,1272.02,wholesale
TXN-01560,2025-07-01,TX,633.88,wholesale
TXN-01561,2025-07-01,TX,1028.51,website
TXN-01562,2025-07-02,CA,956.71,website
TXN-01563,2025-07-02,CA,965.67,website
TXN-01564,2025-07-02,CO,463.34,marketplace
TXN-01565,2025-07-02,CO,649.84,website
TXN-01566,2025-07-02,CO,879.23,wholesale
TXN-01567,2025-07-02,CO,1046.22,website
TXN-01568,2025-07-02,CO,1098.51,website
TXN-01569,2025-07-02,CO,1104.98,website
TXN-01570,2025-07-02,TX,563.06,website
TXN-01571,2025-07-03,CA,814.62,website
TXN-01572,2025-07-03,CO,534.90,website
TXN-01573,2025-07-03,CO,699.51,wholesale
TXN-01574,2025-07-03,CO,704.16,website
TXN-01575,2025-07-03,CO,832.34,wholesale
TXN-01576,2025-07-03,CO,1037.77,wholesale
TXN-01577,2025-07-03,CO,1324.65,website
TXN-01578,2025-07-03,TX,667.19,website
TXN-01579,2025-07-03,TX,688.43,website
TXN-01580,2025-07-03,TX,825.98,website
TXN-01581,2025-07-03,WA,272.78,wholesale
TXN-01582,2025-07-04,CO,494.94,website
TXN-01583,2025-07-04,CO,586.19,website
TXN-01584,2025-07-04,CO,617.59,wholesale
TXN-01585,2025-07-04,CO,702.59,wholesale
TXN-01586,2025-07-04,CO,1190.12,wholesale
TXN-01587,2025-07-04,WA,620.65,wholesale
TXN-01588,2025-07-05,CO,624.41,website
TXN-01589,2025-07-05,CO,702.50,website
TXN-01590,2025-07-05,TX,675.06,wholesale
TXN-01591,2025-07-06,CA,525.39,website
TXN-01592,2025-07-06,CO,593.45,website
TXN-01593,2025-07-06,CO,863.47,website
TXN-01594,2025-07-06,CO,973.80,marketplace
TXN-01595,2025-07-06,CO,1141.42,website
TXN-01596,2025-07-06,CO,1246.76,website
TXN-01597,2025-07-06,TX,368.52,website
TXN-01598,2025-07-06,TX,507.67,wholesale
TXN-01599,2025-07-07,CA,915.81,website
TXN-01600,2025-07-07,CO,613.43,website
TXN-01601,2025-07-07,CO,645.57,marketplace
TXN-01602,2025-07-07,CO,804.14,wholesale
TXN-01603,2025-07-07,CO,884.13,wholesale
TXN-01604,2025-07-07,CO,1162.89,website
TXN-01605,2025-07-07,TX,564.83,website
TXN-01606,2025-07-07,TX,703.28,website
TXN-01607,2025-07-07,TX,706.88,website
TXN-01608,2025-07-07,TX,826.50,marketplace
TXN-01609,2025-07-07,TX,905.75,marketplace
TXN-01610,2025-07-07,WA,271.84,website
TXN-01611,2025-07-07,WA,781.31,wholesale
TXN-01612,2025-07-08,CA,656.95,website
TXN-01613,2025-07-08,CA,841.32,wholesale
TXN-01614,2025-07-08,CA,870.08,wholesale
TXN-01615,2025-07-08,CO,584.10,website
TXN-01616,2025-07-08,CO,791.35,website
TXN-01617,2025-07-08,CO,793.09,wholesale
TXN-01618,2025-07-08,CO,1087.59,website
TXN-01619,2025-07-08,CO,1171.87,wholesale
TXN-01620,2025-07-08,TX,382.64,website
TXN-01621,2025-07-08,TX,429.34,wholesale
TXN-01622,2025-07-08,WA,369.67,wholesale
TXN-01623,2025-07-09,CO,472.70,website
TXN-01624,2025-07-09,CO,723.94,website
TXN-01625,2025-07-09,CO,826.62,wholesale
TXN-01626,2025-07-10,CA,627.11,website
TXN-01627,2025-07-10,CA,748.75,marketplace
TXN-01628,2025-07-10,CO,903.10,website
TXN-01629,2025-07-10,TX,487.99,wholesale
TXN-01630,2025-07-10,WA,775.42,website
TXN-01631,2025-07-11,CO,649.52,website
TXN-01632,2025-07-11,CO,705.82,wholesale
TXN-01633,2025-07-11,CO,707.78,wholesale
TXN-01634,2025-07-11,CO,1058.05,wholesale
TXN-01635,2025-07-11,TX,887.89,wholesale
TXN-01636,2025-07-11,TX,956.16,website
TXN-01637,2025-07-11,WA,535.55,website
TXN-01638,2025-07-12,CO,586.06,website
TXN-01639,2025-07-12,CO,1047.15,wholesale
TXN-01640,2025-07-12,NY,649.52,website
TXN-01641,2025-07-12,NY,1522.05,website
TXN-01642,2025-07-12,TX,930.36,website
TXN-01643,2025-07-12,WA,382.42,website
TXN-01644,2025-07-12,WA,571.90,wholesale
TXN-01645,2025-07-12,WA,657.59,website
TXN-01646,2025-07-13,CA,470.24,website
TXN-01647,2025-07-13,CA,657.93,website
TXN-01648,2025-07-13,CA,1075.67,wholesale
TXN-01649,2025-07-13,CO,587.55,wholesale
TXN-01650,2025-07-13,CO,780.38,website
TXN-01651,2025-07-13,CO,802.44,website
TXN-01652,2025-07-13,TX,347.36,website
TXN-01653,2025-07-13,TX,620.22,wholesale
TXN-01654,2025-07-13,TX,738.28,wholesale
TXN-01655,2025-07-13,TX,819.84,wholesale
TXN-01656,2025-07-13,TX,952.20,website
TXN-01657,2025-07-14,CO,453.16,website
TXN-01658,2025-07-14,CO,1213.83,wholesale
TXN-01659,2025-07-14,CO,1322.13,wholesale
TXN-01660,2025-07-14,CO,1324.48,website
TXN-01661,2025-07-14,TX,479.43,website
TXN-01662,2025-07-14,WA,405.74,marketplace
TXN-01663,2025-07-15,CO,662.48,website
TXN-01664,2025-07-15,CO,795.94,wholesale
TXN-01665,2025-07-15,CO,799.06,wholesale
TXN-01666,2025-07-15,CO,906.38,wholesale
TXN-01667,2025-07-15,CO,968.77,website
TXN-01668,2025-07-15,CO,1191.57,website
TXN-01669,2025-07-15,TX,347.17,wholesale
TXN-01670,2025-07-15,TX,890.71,wholesale
TXN-01671,2025-07-15,WA,304.25,website
TXN-01672,2025-07-15,WA,436.76,wholesale
TXN-01673,2025-07-15,WA,480.84,wholesale
TXN-01674,2025-07-15,WA,765.25,marketplace
TXN-01675,2025-07-16,CA,531.89,website
TXN-01676,2025-07-16,CA,843.13,wholesale
TXN-01677,2025-07-16,CO,671.35,website
TXN-01678,2025-07-16,CO,1047.40,website
TXN-01679,2025-07-16,NY,1876.74,website
TXN-01680,2025-07-17,CA,662.47,wholesale
TXN-01681,2025-07-17,CO,538.65,website
TXN-01682,2025-07-17,CO,559.82,website
TXN-01683,2025-07-17,CO,657.20,website
TXN-01684,2025-07-17,CO,688.70,marketplace
TXN-01685,2025-07-17,CO,1128.02,website
TXN-01686,2025-07-17,CO,1321.24,website
TXN-01687,2025-07-17,TX,413.71,website
TXN-01688,2025-07-17,TX,826.35,wholesale
TXN-01689,2025-07-17,TX,859.42,marketplace
TXN-01690,2025-07-18,CA,383.12,website
TXN-01691,2025-07-18,CO,488.05,marketplace
TXN-01692,2025-07-18,CO,722.10,wholesale
TXN-01693,2025-07-18,CO,734.12,wholesale
TXN-01694,2025-07-18,CO,967.28,website
TXN-01695,2025-07-18,CO,1160.76,website
TXN-01696,2025-07-18,CO,1301.79,website
TXN-01697,2025-07-18,TX,362.47,website
TXN-01698,2025-07-18,TX,719.95,website
TXN-01699,2025-07-19,CO,1208.45,wholesale
TXN-01700,2025-07-19,CO,1335.23,website
TXN-01701,2025-07-19,NY,1026.28,marketplace
TXN-01702,2025-07-19,TX,381.55,website
